IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2010,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2010,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2009,false,,,,,,,,,,,,,64,,,,,,64,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2009,false,,,,,,,,,,,,,90,,,,,,90,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2009,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2009,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2009,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2009,false,,,,,,,,,,,,,95,,,,,,95,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2009,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2008,false,,,,,,,,,,,,,62,,,,,,62,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2008,false,,,,,,,,,,,,,92,,,,,,92,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2008,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2008,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2008,false,,,,,,,,,,,,,95,,,,,,95,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2008,false,,,,,,,,,,,,,97,,,,,,97,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2008,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2007,false,,,,,,,,,,,,,56,,,,,,56,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2007,false,,,,,,,,,,,,,92,,,,,,92,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2007,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2007,false,,,,,,,,,,,,,95,,,,,,95,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2007,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2007,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2007,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2006,false,,,,,,,,,,,,,61,,,,,,61,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2006,false,,,,,,,,,,,,,90,,,,,,90,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2006,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2006,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2006,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2006,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2006,false,,,,,,,,,,,,,99,,,,,,99,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2005,false,,,,,,,,,,,,,54,,,,,,54,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2005,false,,,,,,,,,,,,,90,,,,,,90,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2005,false,,,,,,,,,,,,,91,,,,,,91,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2005,false,,,,,,,,,,,,,92,,,,,,92,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2005,false,,,,,,,,,,,,,92,,,,,,92,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2005,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2005,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2004,false,,,,,,,,,,,,,47,,,,,,47,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2004,false,,,,,,,,,,,,,89,,,,,,89,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2004,false,,,,,,,,,,,,,91,,,,,,91,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2004,false,,,,,,,,,,,,,91,,,,,,91,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2004,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2004,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2004,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2003,false,,,,,,,,,,,,,46,,,,,,46,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2003,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2003,false,,,,,,,,,,,,,89,,,,,,89,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2003,false,,,,,,,,,,,,,97,,,,,,97,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2003,false,,,,,,,,,,,,,97,,,,,,97,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2003,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2002,false,,,,,,,,,,,,,39,,,,,,39,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2002,false,,,,,,,,,,,,,77,,,,,,77,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2002,false,,,,,,,,,,,,,79,,,,,,79,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2002,false,,,,,,,,,,,,,97,,,,,,97,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2002,false,,,,,,,,,,,,,97,,,,,,97,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2002,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2001,false,,,,,,,,,,,,,34,,,,,,34,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2001,false,,,,,,,,,,,,,85,,,,,,85,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2001,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2001,false,,,,,,,,,,,,,97,,,,,,97,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2001,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2000,false,,,,,,,,,,,,,35,,,,,,35,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2000,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2000,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2000,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2000,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2024-07-11T23:00:00.000Z
