IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2023,true,,,,,,,,,,,,,62,,,,,,62,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2023,true,,,,,,,,,,,,,85,,,,,,85,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,POL,Poland,Year,2023,true,,,,,,,,,,,,,86,,,,,,86,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2023,true,,,,,,,,,,,,,87,,,,,,87,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2023,true,,,,,,,,,,,,,90,,,,,,90,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,FIN,Finland,Year,2023,true,,,,,,,,,,,,,92,,,,,,92,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2023,true,,,,,,,,,,,,,92,,,,,,92,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2023,true,,,,,,,,,,,,,93,,,,,,93,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2023,true,,,,,,,,,,,,,94,,,,,,94,,,EN,2024-07-11T23:00:00.000Z
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2022,false,,,,,,,,,,,,,71,,,,,,71,,,EN,2024-07-11T23:00:00.000Z
